iter	Passed	Remaining
232	2135	7028
233	2147	7030
234	2157	7023
235	2165	7011
236	2176	7008
237	2185	6997
238	2193	6984
239	2202	6974
240	2211	6964
241	2220	6955
242	2228	6942
243	2238	6936
244	2248	6930
245	2259	6926
246	2272	6926
247	2285	6929
248	2298	6933
249	2309	6927
250	2320	6924
251	2332	6924
252	2346	6927
253	2359	6930
254	2375	6939
255	2390	6947
256	2401	6942
257	2412	6938
258	2422	6931
259	2432	6923
260	2442	6915
261	2451	6906
262	2461	6897
263	2471	6891
264	2482	6886
265	2493	6879
266	2504	6874
267	2515	6869
268	2525	6863
269	2536	6858
270	2545	6848
271	2556	6843
272	2568	6838
273	2581	6838
274	2592	6835
275	2605	6835
276	2619	6837
277	2632	6835
278	2640	6824
279	2651	6818
280	2662	6813
281	2675	6812
282	2687	6807
283	2697	6800
284	2706	6789
285	2714	6777
286	2723	6765
287	2731	6751
288	2739	6740
289	2749	6732
290	2762	6729
291	2771	6719
292	2781	6711
293	2791	6703
294	2801	6695
295	2812	6688
296	2822	6680
297	2833	6674
298	2844	6667
299	2855	6661
300	2865	6654
301	2876	6648
302	2887	6641
303	2894	6626
304	2901	6612
305	2908	6596
306	2924	6601
307	2934	6594
308	2948	6594
309	2961	6590
310	2971	6582
311	2984	6581
312	2994	6571
313	3004	6563
314	3017	6562
315	3028	6556
316	3036	6542
317	3048	6538
318	3059	6531
319	3070	6525
320	3079	6514
321	3086	6499
322	3093	6483
323	3099	6467
324	3106	6451
325	3112	6435
326	3119	6419
327	3126	6405
328	3133	6390
329	3141	6377
330	3148	6363
331	3156	6350
332	3164	6337
333	3170	6322
334	3178	6310
335	3187	6300
336	3199	6293
337	3208	6284
338	3217	6272
339	3225	6260
340	3232	6247
341	3240	6233
342	3247	6220
343	3255	6207
344	3262	6193
345	3269	6179
346	3277	6167
347	3284	6154
348	3293	6142
349	3301	6130
350	3308	6117
351	3317	6106
352	3325	6094
353	3332	6081
354	3340	6069
355	3348	6057
356	3355	6043
357	3365	6035
358	3374	6024
359	3381	6012
360	3389	5999
361	3397	5988
362	3405	5976
363	3413	5964
364	3421	5952
365	3429	5940
366	3437	5928
367	3445	5916
368	3453	5905
369	3461	5893
370	3467	5879
371	3475	5866
372	3483	5855
373	3491	5844
374	3500	5833
375	3510	5825
376	3517	5812
377	3524	5799
378	3534	5790
379	3544	5783
380	3553	5772
381	3560	5759
382	3567	5747
383	3576	5736
384	3584	5725
385	3591	5712
386	3600	5702
387	3608	5691
388	3617	5681
389	3625	5670
390	3632	5657
391	3639	5645
392	3648	5635
393	3656	5623
394	3665	5613
395	3673	5603
396	3681	5591
397	3689	5580
398	3697	5568
399	3705	5558
400	3714	5548
401	3723	5538
402	3734	5532
403	3745	5525
404	3756	5518
405	3765	5509
406	3777	5503
407	3786	5493
408	3795	5484
409	3804	5474
410	3814	5466
411	3826	5460
412	3835	5450
413	3843	5440
414	3851	5429
415	3860	5419
416	3872	5413
417	3881	5404
418	3892	5397
419	3902	5388
420	3914	5383
421	3926	5378
422	3935	5368
423	3945	5359
424	3954	5350
425	3965	5342
426	3976	5336
427	3985	5325
428	3994	5316
429	4003	5306
430	4011	5296
431	4020	5286
432	4030	5278
433	4042	5272
434	4055	5267
435	4065	5259
436	4076	5251
437	4084	5241
438	4093	5230
439	4102	5220
440	4110	5210
441	4118	5199
442	4127	5189
443	4136	5179
444	4144	5169
445	4153	5159
446	4162	5149
447	4171	5139
448	4179	5129
449	4189	5120
450	4198	5111
451	4208	5102
452	4217	5092
453	4225	5081
454	4234	5071
455	4242	5061
456	4251	5051
457	4259	5040
458	4268	5031
459	4278	5022
460	4288	5014
461	4296	5003
462	4305	4993
463	4313	4982
464	4322	4972
465	4330	4962
466	4338	4952
467	4349	4944
468	4358	4934
469	4371	4929
470	4382	4922
471	4393	4914
472	4402	4905
473	4410	4894
474	4420	4885
475	4428	4875
476	4437	4865
477	4446	4855
478	4455	4845
479	4463	4835
480	4470	4823
481	4477	4811
482	4487	4803
483	4499	4796
484	4508	4787
485	4518	4778
486	4528	4770
487	4538	4761
488	4548	4753
489	4556	4742
490	4564	4731
491	4574	4722
492	4583	4713
493	4591	4703
494	4601	4694
495	4608	4683
496	4617	4673
497	4624	4661
498	4634	4652
499	4641	4641
500	4649	4631
501	4656	4619
502	4666	4610
503	4675	4601
504	4684	4591
505	4693	4581
506	4704	4574
507	4715	4566
508	4724	4556
509	4733	4547
510	4741	4537
511	4750	4528
512	4762	4520
513	4769	4510
514	4779	4501
515	4788	4491
516	4798	4483
517	4808	4474
518	4819	4466
519	4828	4457
520	4836	4446
521	4844	4436
522	4854	4427
523	4866	4420
524	4876	4412
525	4887	4404
526	4897	4395
527	4907	4386
528	4917	4378
529	4929	4371
530	4945	4368
531	4958	4362
532	4970	4355
533	4983	4349
534	4996	4342
535	5004	4331
536	5016	4324
537	5029	4318
538	5040	4311
539	5049	4301
540	5060	4293
541	5067	4282
542	5074	4270
543	5082	4260
544	5091	4251
545	5101	4242
546	5112	4233
547	5123	4225
548	5133	4217
549	5144	4209
550	5153	4199
551	5164	4191
552	5176	4184
553	5186	4175
554	5198	4168
555	5210	4160
556	5221	4152
557	5229	4142
558	5239	4133
559	5249	4124
560	5260	4116
561	5271	4108
562	5278	4097
563	5288	4088
564	5296	4078
565	5305	4067
566	5313	4057
567	5322	4047
568	5330	4038
569	5339	4027
570	5347	4017
571	5356	4008
572	5364	3997
573	5372	3987
574	5379	3976
575	5387	3965
576	5394	3955
577	5403	3944
578	5410	3934
579	5420	3925
580	5428	3914
581	5437	3905
582	5445	3895
583	5453	3884
584	5459	3873
585	5467	3862
586	5475	3852
587	5483	3842
588	5492	3832
589	5500	3822
590	5509	3812
591	5516	3801
592	5525	3792
593	5534	3782
594	5541	3772
595	5549	3761
596	5558	3752
597	5566	3742
598	5574	3731
599	5581	3721
600	5589	3710
601	5596	3699
602	5604	3689
603	5612	3679
604	5622	3670
605	5633	3662
606	5641	3652
607	5649	3642
608	5658	3633
609	5667	3623
610	5675	3613
611	5683	3603
612	5692	3593
613	5700	3583
614	5709	3573
615	5716	3563
616	5724	3553
617	5731	3542
618	5739	3532
619	5746	3522
620	5753	3511
621	5760	3500
622	5767	3490
623	5775	3480
624	5783	3469
625	5790	3459
626	5797	3449
627	5807	3440
628	5818	3431
629	5828	3423
630	5836	3413
631	5845	3403
632	5852	3393
633	5860	3383
634	5868	3373
635	5876	3363
636	5884	3353
637	5890	3342
638	5898	3332
639	5905	3321
640	5912	3311
641	5919	3300
642	5926	3290
643	5933	3280
644	5941	3269
645	5949	3259
646	5956	3249
647	5963	3239
648	5971	3229
649	5980	3220
650	5990	3211
651	6002	3203
652	6012	3194
653	6022	3185
654	6033	3177
655	6044	3169
656	6055	3161
657	6064	3152
658	6074	3143
659	6081	3133
660	6089	3123
661	6097	3113
662	6104	3102
663	6111	3092
664	6119	3082
665	6126	3072
666	6134	3062
667	6141	3052
668	6150	3043
669	6158	3033
670	6166	3023
671	6174	3013
672	6183	3004
673	6192	2995
674	6201	2985
675	6208	2975
676	6217	2966
677	6226	2957
678	6234	2947
679	6242	2937
680	6250	2927
681	6257	2917
682	6264	2907
683	6272	2897
684	6279	2887
685	6286	2877
686	6295	2868
687	6304	2858
688	6312	2849
689	6322	2840
690	6334	2832
691	6344	2823
692	6353	2814
693	6362	2805
694	6372	2796
695	6382	2787
696	6390	2777
697	6399	2768
698	6410	2760
699	6418	2750
700	6426	2741
701	6434	2731
702	6442	2721
703	6451	2712
704	6459	2703
705	6468	2693
706	6479	2685
707	6492	2677
708	6502	2668
709	6513	2660
710	6521	2650
711	6529	2641
712	6537	2631
713	6546	2622
714	6556	2613
715	6566	2604
716	6576	2595
717	6583	2585
718	6591	2575
719	6599	2566
720	6608	2557
721	6621	2549
722	6631	2540
723	6639	2531
724	6648	2521
725	6656	2512
726	6664	2502
727	6671	2492
728	6681	2483
729	6689	2474
730	6700	2465
731	6711	2457
732	6721	2448
733	6729	2438
734	6738	2429
735	6746	2419
736	6754	2410
737	6762	2400
738	6771	2391
739	6779	2382
740	6789	2373
741	6797	2363
742	6804	2353
743	6812	2343
744	6819	2334
745	6830	2325
746	6839	2316
747	6847	2306
748	6856	2297
749	6865	2288
750	6873	2279
751	6881	2269
752	6889	2259
753	6897	2250
754	6905	2241
755	6915	2231
756	6924	2222
757	6934	2213
758	6944	2204
759	6953	2195
760	6964	2187
761	6974	2178
762	6984	2169
763	6993	2160
764	7004	2151
765	7012	2142
766	7021	2133
767	7029	2123
768	7039	2114
769	7051	2106
770	7064	2098
771	7075	2089
772	7085	2080
773	7095	2071
774	7105	2062
775	7115	2053
776	7124	2044
777	7134	2035
778	7144	2026
779	7153	2017
780	7161	2008
781	7171	1999
782	7181	1990
783	7191	1981
784	7200	1972
785	7209	1962
786	7217	1953
787	7227	1944
788	7235	1935
789	7244	1925
790	7251	1916
791	7261	1907
792	7271	1898
793	7279	1888
794	7288	1879
795	7297	1870
796	7305	1860
797	7315	1851
798	7325	1842
799	7338	1834
800	7351	1826
801	7364	1818
802	7379	1810
803	7393	1802
804	7404	1793
805	7414	1784
806	7427	1776
807	7438	1767
808	7452	1759
809	7463	1750
810	7474	1741
811	7485	1732
812	7495	1724
813	7509	1715
814	7521	1707
815	7531	1698
816	7541	1689
817	7549	1679
818	7559	1670
819	7567	1661
820	7578	1652
821	7587	1642
822	7596	1633
823	7608	1625
824	7618	1615
825	7627	1606
826	7636	1597
827	7645	1588
828	7655	1579
829	7664	1569
830	7675	1560
831	7684	1551
832	7696	1542
833	7704	1533
834	7714	1524
835	7724	1515
836	7737	1506
837	7748	1497
838	7759	1488
839	7769	1479
840	7781	1471
841	7793	1462
842	7802	1453
843	7812	1444
844	7824	1435
845	7835	1426
846	7846	1417
847	7857	1408
848	7866	1399
849	7876	1389
850	7885	1380
851	7895	1371
852	7906	1362
853	7916	1353
854	7926	1344
855	7938	1335
856	7950	1326
857	7963	1318
858	7976	1309
859	7991	1300
860	8002	1291
861	8014	1283
862	8025	1274
863	8037	1265
864	8050	1256
865	8061	1247
866	8068	1237
867	8076	1228
868	8084	1218
869	8091	1209
870	8100	1199
871	8111	1190
872	8122	1181
873	8130	1172
874	8138	1162
875	8145	1153
876	8152	1143
877	8160	1133
878	8167	1124
879	8174	1114
880	8181	1105
881	8189	1095
882	8197	1086
883	8205	1076
884	8212	1067
885	8219	1057
886	8228	1048
887	8237	1038
888	8246	1029
889	8256	1020
890	8265	1011
891	8273	1001
892	8283	992
893	8290	983
894	8297	973
895	8306	964
896	8314	954
897	8323	945
898	8330	935
899	8338	926
900	8345	916
901	8353	907
902	8361	898
903	8369	888
904	8376	879
905	8383	869
906	8392	860
907	8399	851
908	8408	841
909	8417	832
910	8425	823
911	8432	813
912	8439	804
913	8446	794
914	8454	785
915	8461	775
916	8469	766
917	8476	757
918	8485	747
919	8493	738
920	8503	729
921	8512	720
922	8520	710
923	8528	701
924	8535	692
925	8544	682
926	8551	673
927	8559	664
928	8568	654
929	8575	645
930	8583	636
931	8592	626
932	8600	617
933	8609	608
934	8619	599
935	8627	589
936	8636	580
937	8644	571
938	8654	562
939	8662	552
940	8670	543
941	8678	534
942	8687	525
943	8697	515
944	8706	506
945	8717	497
946	8725	488
947	8733	479
948	8742	469
949	8751	460
950	8760	451
951	8770	442
952	8780	433
953	8788	423
954	8796	414
955	8806	405
956	8815	396
957	8824	386
958	8833	377
959	8841	368
960	8849	359
961	8857	349
962	8866	340
963	8877	331
964	8887	322
965	8898	313
966	8910	304
967	8923	294
968	8933	285
969	8943	276
970	8952	267
971	8963	258
972	8972	248
973	8984	239
974	8996	230
975	9006	221
976	9018	212
977	9029	203
978	9043	193
979	9052	184
980	9060	175
981	9067	166
982	9075	156
983	9084	147
984	9092	138
985	9100	129
986	9109	119
987	9118	110
988	9126	101
989	9135	92
990	9146	83
991	9157	73
992	9167	64
993	9178	55
994	9191	46
995	9202	36
996	9215	27
997	9225	18
998	9235	9
999	9242	0
