iter	Passed	Remaining
193	3999	16615
194	4020	16599
195	4044	16590
196	4069	16586
197	4092	16575
198	4117	16574
199	4143	16572
200	4167	16567
201	4192	16563
202	4217	16556
203	4241	16549
204	4263	16534
205	4287	16526
206	4309	16509
207	4333	16499
208	4355	16485
209	4377	16467
210	4400	16456
211	4423	16442
212	4446	16429
213	4470	16420
214	4493	16405
215	4513	16383
216	4534	16363
217	4555	16341
218	4575	16318
219	4596	16295
220	4616	16273
221	4637	16252
222	4658	16230
223	4678	16208
224	4699	16186
225	4719	16163
226	4740	16141
227	4760	16119
228	4781	16097
229	4801	16073
230	4822	16052
231	4841	16028
232	4862	16005
233	4882	15983
234	4902	15960
235	4923	15938
236	4943	15916
237	4965	15899
238	4986	15876
239	5006	15853
240	5027	15834
241	5048	15812
242	5068	15788
243	5088	15766
244	5108	15742
245	5129	15720
246	5149	15698
247	5170	15677
248	5191	15656
249	5211	15635
250	5232	15613
251	5252	15589
252	5272	15567
253	5292	15544
254	5313	15522
255	5333	15501
256	5354	15480
257	5375	15461
258	5397	15440
259	5417	15418
260	5437	15396
261	5459	15378
262	5479	15356
263	5500	15334
264	5520	15312
265	5541	15290
266	5561	15268
267	5585	15256
268	5606	15234
269	5626	15211
270	5646	15188
271	5666	15167
272	5687	15146
273	5708	15125
274	5728	15103
275	5749	15083
276	5770	15060
277	5790	15039
278	5811	15017
279	5833	14999
280	5854	14980
281	5875	14960
282	5896	14938
283	5918	14922
284	5939	14901
285	5960	14881
286	5981	14859
287	6001	14837
288	6022	14817
289	6043	14796
290	6063	14773
291	6084	14753
292	6105	14731
293	6125	14709
294	6145	14687
295	6166	14666
296	6187	14645
297	6207	14622
298	6227	14601
299	6249	14581
300	6269	14560
301	6291	14540
302	6311	14519
303	6331	14496
304	6352	14475
305	6373	14455
306	6393	14433
307	6414	14411
308	6435	14391
309	6455	14368
310	6475	14346
311	6495	14324
312	6517	14304
313	6537	14281
314	6557	14260
315	6578	14239
316	6598	14216
317	6618	14194
318	6638	14171
319	6658	14149
320	6679	14128
321	6699	14107
322	6720	14086
323	6742	14067
324	6765	14051
325	6787	14033
326	6808	14012
327	6830	13994
328	6852	13975
329	6874	13956
330	6896	13939
331	6918	13920
332	6940	13902
333	6962	13883
334	6984	13864
335	7006	13846
336	7028	13827
337	7051	13811
338	7073	13791
339	7094	13772
340	7116	13752
341	7138	13733
342	7160	13715
343	7182	13696
344	7204	13678
345	7227	13660
346	7248	13640
347	7270	13622
348	7292	13603
349	7315	13585
350	7337	13567
351	7360	13549
352	7382	13530
353	7404	13511
354	7426	13492
355	7446	13471
356	7468	13451
357	7488	13429
358	7509	13408
359	7529	13386
360	7552	13368
361	7572	13346
362	7593	13324
363	7614	13304
364	7635	13284
365	7657	13264
366	7678	13243
367	7695	13216
368	7712	13188
369	7730	13162
370	7750	13140
371	7771	13119
372	7793	13100
373	7814	13079
374	7836	13060
375	7856	13038
376	7877	13017
377	7897	12995
378	7918	12974
379	7938	12952
380	7959	12931
381	7979	12909
382	8000	12888
383	8022	12870
384	8043	12848
385	8064	12827
386	8084	12805
387	8105	12784
388	8125	12763
389	8146	12742
390	8167	12721
391	8188	12700
392	8210	12680
393	8231	12660
394	8253	12641
395	8275	12622
396	8296	12601
397	8318	12581
398	8339	12560
399	8360	12540
400	8382	12520
401	8404	12501
402	8424	12480
403	8446	12461
404	8467	12440
405	8489	12420
406	8511	12400
407	8534	12382
408	8555	12363
409	8577	12343
410	8598	12322
411	8619	12302
412	8642	12283
413	8665	12265
414	8687	12246
415	8710	12227
416	8731	12207
417	8753	12187
418	8773	12166
419	8795	12145
420	8816	12125
421	8839	12106
422	8861	12087
423	8883	12067
424	8906	12050
425	8928	12030
426	8950	12011
427	8971	11990
428	8993	11970
429	9015	11950
430	9038	11932
431	9061	11913
432	9083	11894
433	9106	11875
434	9127	11855
435	9149	11835
436	9171	11816
437	9192	11794
438	9214	11775
439	9237	11756
440	9259	11736
441	9280	11716
442	9303	11697
443	9326	11678
444	9348	11658
445	9369	11638
446	9390	11617
447	9413	11598
448	9435	11578
449	9457	11558
450	9478	11538
451	9500	11518
452	9523	11499
453	9545	11480
454	9568	11461
455	9590	11440
456	9612	11421
457	9633	11400
458	9655	11380
459	9677	11360
460	9699	11340
461	9720	11319
462	9742	11300
463	9764	11279
464	9785	11258
465	9807	11238
466	9828	11217
467	9849	11195
468	9869	11174
469	9889	11152
470	9909	11130
471	9930	11108
472	9950	11086
473	9971	11065
474	9992	11044
475	10013	11023
476	10035	11002
477	10057	10983
478	10080	10964
479	10102	10943
480	10122	10922
481	10145	10903
482	10167	10882
483	10188	10862
484	10212	10844
485	10235	10824
486	10256	10804
487	10277	10783
488	10299	10762
489	10319	10740
490	10341	10720
491	10362	10699
492	10383	10678
493	10404	10657
494	10425	10636
495	10445	10614
496	10466	10592
497	10486	10570
498	10507	10549
499	10529	10529
500	10551	10508
501	10572	10488
502	10594	10468
503	10617	10449
504	10639	10428
505	10662	10409
506	10685	10390
507	10707	10370
508	10729	10350
509	10750	10329
510	10772	10308
511	10795	10289
512	10817	10269
513	10840	10249
514	10862	10229
515	10883	10208
516	10904	10187
517	10926	10167
518	10947	10146
519	10969	10125
520	10991	10105
521	11013	10085
522	11037	10066
523	11061	10048
524	11084	10028
525	11107	10009
526	11128	9988
527	11150	9967
528	11173	9948
529	11195	9927
530	11217	9908
531	11239	9887
532	11262	9868
533	11285	9848
534	11307	9828
535	11330	9808
536	11353	9788
537	11374	9767
538	11395	9746
539	11416	9724
540	11436	9703
541	11458	9682
542	11479	9661
543	11500	9639
544	11519	9617
545	11539	9595
546	11560	9573
547	11580	9551
548	11600	9530
549	11621	9508
550	11641	9486
551	11662	9464
552	11683	9444
553	11705	9423
554	11725	9401
555	11745	9379
556	11766	9358
557	11786	9336
558	11807	9314
559	11827	9293
560	11848	9271
561	11868	9250
562	11888	9228
563	11910	9207
564	11930	9185
565	11951	9164
566	11972	9142
567	11992	9121
568	12013	9099
569	12034	9078
570	12056	9058
571	12079	9038
572	12101	9018
573	12123	8997
574	12145	8977
575	12168	8957
576	12191	8937
577	12212	8916
578	12234	8895
579	12256	8875
580	12277	8854
581	12299	8833
582	12325	8816
583	12349	8797
584	12372	8776
585	12394	8756
586	12415	8735
587	12438	8715
588	12460	8694
589	12482	8674
590	12504	8653
591	12527	8633
592	12551	8614
593	12574	8594
594	12595	8573
595	12619	8554
596	12640	8533
597	12661	8511
598	12684	8491
599	12706	8470
600	12728	8450
601	12749	8429
602	12771	8408
603	12794	8388
604	12817	8368
605	12839	8347
606	12861	8326
607	12882	8306
608	12904	8285
609	12926	8264
610	12947	8243
611	12971	8223
612	12993	8203
613	13015	8182
614	13038	8162
615	13059	8140
616	13081	8120
617	13103	8099
618	13123	8077
619	13144	8056
620	13165	8035
621	13187	8014
622	13207	7992
623	13228	7970
624	13250	7950
625	13270	7928
626	13290	7906
627	13311	7885
628	13332	7863
629	13352	7841
630	13372	7820
631	13393	7798
632	13415	7777
633	13435	7756
634	13456	7735
635	13477	7713
636	13497	7691
637	13517	7670
638	13538	7648
639	13558	7626
640	13579	7605
641	13600	7584
642	13622	7563
643	13642	7541
644	13663	7520
645	13683	7498
646	13704	7477
647	13724	7455
648	13745	7433
649	13764	7411
650	13785	7390
651	13807	7369
652	13827	7348
653	13848	7326
654	13869	7305
655	13890	7284
656	13912	7263
657	13934	7242
658	13955	7221
659	13977	7200
660	14000	7180
661	14023	7160
662	14045	7139
663	14068	7118
664	14090	7098
665	14110	7076
666	14131	7055
667	14152	7033
668	14172	7011
669	14192	6990
670	14212	6968
671	14234	6947
672	14255	6926
673	14276	6905
674	14296	6883
675	14317	6862
676	14338	6840
677	14358	6819
678	14378	6797
679	14399	6776
680	14420	6754
681	14443	6734
682	14464	6713
683	14484	6691
684	14504	6670
685	14524	6648
686	14545	6626
687	14566	6605
688	14586	6583
689	14606	6562
690	14627	6541
691	14648	6519
692	14668	6498
693	14690	6477
694	14710	6455
695	14731	6434
696	14751	6412
697	14771	6391
698	14792	6369
699	14812	6348
700	14833	6326
701	14853	6305
702	14873	6283
703	14894	6262
704	14915	6241
705	14935	6219
706	14955	6198
707	14975	6176
708	14996	6154
709	15016	6133
710	15036	6111
711	15056	6090
712	15076	6068
713	15099	6048
714	15121	6027
715	15141	6006
716	15160	5984
717	15177	5961
718	15194	5938
719	15214	5916
720	15235	5895
721	15255	5874
722	15276	5852
723	15297	5831
724	15318	5810
725	15340	5789
726	15362	5768
727	15383	5747
728	15404	5726
729	15425	5705
730	15446	5684
731	15467	5662
732	15487	5641
733	15508	5620
734	15529	5599
735	15550	5578
736	15571	5556
737	15593	5535
738	15614	5514
739	15634	5493
740	15654	5471
741	15675	5450
742	15695	5429
743	15716	5407
744	15736	5386
745	15757	5365
746	15779	5344
747	15801	5323
748	15821	5302
749	15842	5280
750	15863	5259
751	15884	5238
752	15904	5217
753	15924	5195
754	15946	5174
755	15966	5153
756	15987	5132
757	16008	5110
758	16029	5089
759	16050	5068
760	16072	5047
761	16094	5026
762	16115	5005
763	16137	4984
764	16158	4963
765	16181	4943
766	16204	4922
767	16226	4901
768	16249	4881
769	16271	4860
770	16294	4839
771	16316	4818
772	16340	4798
773	16363	4777
774	16385	4757
775	16407	4736
776	16430	4715
777	16452	4694
778	16475	4673
779	16498	4653
780	16521	4632
781	16541	4611
782	16562	4590
783	16582	4568
784	16603	4547
785	16623	4526
786	16646	4505
787	16667	4484
788	16688	4462
789	16709	4441
790	16730	4420
791	16750	4399
792	16770	4377
793	16791	4356
794	16811	4335
795	16832	4313
796	16852	4292
797	16874	4271
798	16894	4250
799	16914	4228
800	16934	4207
801	16955	4185
802	16975	4164
803	16997	4143
804	17017	4122
805	17038	4100
806	17058	4079
807	17078	4058
808	17100	4037
809	17121	4016
810	17141	3994
811	17161	3973
812	17181	3952
813	17200	3930
814	17217	3908
815	17234	3886
816	17255	3864
817	17277	3844
818	17298	3822
819	17319	3801
820	17340	3780
821	17362	3759
822	17382	3738
823	17403	3717
824	17423	3695
825	17445	3674
826	17465	3653
827	17487	3632
828	17507	3611
829	17530	3590
830	17551	3569
831	17571	3548
832	17592	3526
833	17613	3505
834	17633	3484
835	17654	3463
836	17675	3442
837	17695	3420
838	17716	3399
839	17738	3378
840	17759	3357
841	17780	3336
842	17800	3315
843	17821	3293
844	17842	3272
845	17863	3251
846	17883	3230
847	17903	3209
848	17923	3187
849	17944	3166
850	17964	3145
851	17985	3124
852	18006	3103
853	18026	3081
854	18047	3060
855	18069	3039
856	18090	3018
857	18111	2997
858	18131	2976
859	18152	2955
860	18173	2933
861	18194	2912
862	18214	2891
863	18235	2870
864	18255	2849
865	18276	2827
866	18296	2806
867	18317	2785
868	18339	2764
869	18360	2743
870	18381	2722
871	18401	2701
872	18422	2679
873	18442	2658
874	18462	2637
875	18482	2616
876	18502	2595
877	18522	2573
878	18542	2552
879	18563	2531
880	18583	2510
881	18604	2489
882	18624	2467
883	18645	2446
884	18665	2425
885	18685	2404
886	18706	2383
887	18727	2361
888	18747	2340
889	18767	2319
890	18788	2298
891	18809	2277
892	18829	2256
893	18850	2235
894	18869	2213
895	18890	2192
896	18911	2171
897	18932	2150
898	18952	2129
899	18972	2108
900	18992	2086
901	19014	2065
902	19035	2044
903	19055	2023
904	19075	2002
905	19095	1981
906	19115	1960
907	19136	1938
908	19157	1917
909	19178	1896
910	19198	1875
911	19219	1854
912	19240	1833
913	19263	1812
914	19283	1791
915	19304	1770
916	19325	1749
917	19346	1728
918	19366	1706
919	19389	1686
920	19410	1664
921	19430	1643
922	19451	1622
923	19471	1601
924	19492	1580
925	19512	1559
926	19533	1538
927	19553	1517
928	19575	1496
929	19595	1474
930	19616	1453
931	19636	1432
932	19657	1411
933	19678	1390
934	19698	1369
935	19718	1348
936	19738	1327
937	19759	1306
938	19779	1284
939	19801	1263
940	19822	1242
941	19842	1221
942	19862	1200
943	19882	1179
944	19903	1158
945	19923	1137
946	19944	1116
947	19964	1095
948	19984	1073
949	20004	1052
950	20024	1031
951	20045	1010
952	20066	989
953	20088	968
954	20109	947
955	20130	926
956	20151	905
957	20172	884
958	20192	863
959	20213	842
960	20233	821
961	20253	800
962	20274	778
963	20295	757
964	20316	736
965	20338	715
966	20358	694
967	20380	673
968	20401	652
969	20421	631
970	20441	610
971	20462	589
972	20483	568
973	20508	547
974	20530	526
975	20553	505
976	20576	484
977	20598	463
978	20621	442
979	20642	421
980	20664	400
981	20686	379
982	20708	358
983	20729	337
984	20752	316
985	20774	294
986	20798	273
987	20820	252
988	20840	231
989	20861	210
990	20882	189
991	20905	168
992	20926	147
993	20949	126
994	20971	105
995	20992	84
996	21014	63
997	21036	42
998	21057	21
999	21079	0
